,ClusterId,ClusterName,code,Description
12477,DRSMOK11,Asthma-related drug treatment codes,c61N.,Beclazone 50 Easi-Breathe inhaler
12478,DRSMOK11,Asthma-related drug treatment codes,c61O.,Beclazone 100 Easi-Breathe inhaler
12479,DRSMOK11,Asthma-related drug treatment codes,c61P.,Beclazone 250 Easi-Breathe inhaler
12480,DRSMOK11,Asthma-related drug treatment codes,c61Q.,Becloforte Integra 250micrograms inhaler+compact spacer
12481,DRSMOK11,Asthma-related drug treatment codes,c61R.,Becloforte Integra 250micrograms refill
12482,DRSMOK11,Asthma-related drug treatment codes,c61S.,Beclomethasone dipropionate 250mcg inh+compact spacer
12483,DRSMOK11,Asthma-related drug treatment codes,c61T.,Beclomethasone dipropionate 250mcg compact spacer refill
12484,DRSMOK11,Asthma-related drug treatment codes,c61U.,Beclometasone rotahaler device
12485,DRSMOK11,Asthma-related drug treatment codes,c61V.,Beclomethasone dipropionate 50mcg vortex metered dose inh
12486,DRSMOK11,Asthma-related drug treatment codes,c61W.,Asmabec 50micrograms Spacehaler
12487,DRSMOK11,Asthma-related drug treatment codes,c61X.,Beclomethasone dipropionate 100mcg vortex metered dose inh
12488,DRSMOK11,Asthma-related drug treatment codes,c61Y.,Asmabec 100micrograms Spacehaler
12489,DRSMOK11,Asthma-related drug treatment codes,c61Z.,Beclomethasone dipropionate 250mcg vortex metered dose inh
12490,DRSMOK11,Asthma-related drug treatment codes,c61a.,Becodisk 200micrograms diskhaler 14x8
12491,DRSMOK11,Asthma-related drug treatment codes,c61b.,Becotide 400micrograms Rotacap
12492,DRSMOK11,Asthma-related drug treatment codes,c61c.,Becodisk 100micrograms disk refill 14x8
12493,DRSMOK11,Asthma-related drug treatment codes,c61d.,Becodisk 200micrograms disk refill 14x8
12494,DRSMOK11,Asthma-related drug treatment codes,c61e.,Becodisk 400micrograms diskhaler 7x8
12495,DRSMOK11,Asthma-related drug treatment codes,c61f.,Becodisk 400micrograms disk refill 7x8
12496,DRSMOK11,Asthma-related drug treatment codes,c61g.,Becloforte VM 250micrograms inhaler+spacer(large volume)
12497,DRSMOK11,Asthma-related drug treatment codes,c61h.,Beclometasone dipropionate 400micrograms inhalation capsule
12498,DRSMOK11,Asthma-related drug treatment codes,c61i.,Becotide 200 inhaler
12499,DRSMOK11,Asthma-related drug treatment codes,c61j.,Aerobec 50mcg Autohaler
12500,DRSMOK11,Asthma-related drug treatment codes,c61k.,Aerobec Forte 250micrograms Autohaler
12501,DRSMOK11,Asthma-related drug treatment codes,c61l.,Aerobec 100mcg Autohaler
12502,DRSMOK11,Asthma-related drug treatment codes,c61m.,Becloforte diskhaler 400micrograms 14x8
12503,DRSMOK11,Asthma-related drug treatment codes,c61n.,Becloforte disks 400micrograms disk refill 14x8
12504,DRSMOK11,Asthma-related drug treatment codes,c61p.,Beclometasone dipropionate 100mcg/blister disk+disk inhaler
12505,DRSMOK11,Asthma-related drug treatment codes,c61q.,Beclometasone dipropionate 200mcg/blister disk+disk inhaler
12506,DRSMOK11,Asthma-related drug treatment codes,c61r.,Beclometasone dipropionate 100mcg/blister disks refill
12507,DRSMOK11,Asthma-related drug treatment codes,c61s.,Beclometasone dipropionate 200mcg/blister disks refill
12508,DRSMOK11,Asthma-related drug treatment codes,c61t.,Beclometasone dipropionate 250micrograms inhaler
12509,DRSMOK11,Asthma-related drug treatment codes,c61u.,Beclometasone dipropionate 200micrograms inhaler
12510,DRSMOK11,Asthma-related drug treatment codes,c61v.,Beclometasone dipropionate 50micrograms inhaler
12511,DRSMOK11,Asthma-related drug treatment codes,c61w.,Beclometasone dipropionate 100micrograms inhalation capsule
12512,DRSMOK11,Asthma-related drug treatment codes,c61x.,Beclometasone dipropionate 200micrograms inhalation capsule
12513,DRSMOK11,Asthma-related drug treatment codes,c61y.,Beclomethasone dipropionate 50mcg/1mL nebuliser solution
12514,DRSMOK11,Asthma-related drug treatment codes,c61z.,Beclometasone dipropionate 100micrograms inhaler
12515,DRSMOK11,Asthma-related drug treatment codes,c62..,Beclometasone compounds
12516,DRSMOK11,Asthma-related drug treatment codes,c621.,Ventide inhaler
12517,DRSMOK11,Asthma-related drug treatment codes,c622.,Ventide Rotacap
12518,DRSMOK11,Asthma-related drug treatment codes,c623.,Ventide paediatric Rotacap
12519,DRSMOK11,Asthma-related drug treatment codes,c624.,Ventide Rotahaler
12520,DRSMOK11,Asthma-related drug treatment codes,c62x.,Beclomethasone diprop+salbutamol 200mcg/400mcg inh capsule
12521,DRSMOK11,Asthma-related drug treatment codes,c62y.,Beclomethasone diprop+salbutamol 100mcg/200mcg inh capsule
12522,DRSMOK11,Asthma-related drug treatment codes,c62z.,Beclomethasone dipropionate+salbutamol 50mcg/100mcg inhaler
12523,DRSMOK11,Asthma-related drug treatment codes,c63..,Betamethasone valerate product
12524,DRSMOK11,Asthma-related drug treatment codes,c631.,Bextasol 100micrograms inhaler
12525,DRSMOK11,Asthma-related drug treatment codes,c63z.,Betamethasone 100micrograms inhaler
12526,DRSMOK11,Asthma-related drug treatment codes,c64..,Budesonide [respiratory use]
12527,DRSMOK11,Asthma-related drug treatment codes,c641.,Pulmicort 200micrograms inhaler 200dose
12528,DRSMOK11,Asthma-related drug treatment codes,c642.,Pulmicort 200micrograms refill 100dose
12529,DRSMOK11,Asthma-related drug treatment codes,c643.,Pulmicort 200micrograms refill 200dose
12530,DRSMOK11,Asthma-related drug treatment codes,c644.,Pulmicort LS 50micrograms inhaler
12531,DRSMOK11,Asthma-related drug treatment codes,c645.,Pulmicort LS 50micrograms inhaler refill
12532,DRSMOK11,Asthma-related drug treatment codes,c647.,Pulmicort 200micrograms inhaler 100dose
12533,DRSMOK11,Asthma-related drug treatment codes,c648.,Pulmicort 200micrograms Turbohaler 100dose
12534,DRSMOK11,Asthma-related drug treatment codes,c649.,Pulmicort 400micrograms Turbohaler 50dose
12535,DRSMOK11,Asthma-related drug treatment codes,c64A.,Budesonide 200micrograms inhaler refill
12536,DRSMOK11,Asthma-related drug treatment codes,c64E.,Pulmicort 200micrograms inhaler with NebuChamber
12537,DRSMOK11,Asthma-related drug treatment codes,c64F.,Budesonide 200micrograms/dose dry powder cartridge refill
12538,DRSMOK11,Asthma-related drug treatment codes,c64G.,Novolizer Budesonide 200micrograms/dose cartridge refill
12539,DRSMOK11,Asthma-related drug treatment codes,c64H.,Easyhaler Budesonide 100mcg breath-actuated dry powder inh
12540,DRSMOK11,Asthma-related drug treatment codes,c64I.,Easyhaler Budesonide 200mcg breath-actuated dry powder inh
12541,DRSMOK11,Asthma-related drug treatment codes,c64J.,Easyhaler Budesonide 400mcg breath-actuated dry powder inh
12542,DRSMOK11,Asthma-related drug treatment codes,c64K.,PULMICORT 100micrograms CFC-free inhaler
12543,DRSMOK11,Asthma-related drug treatment codes,c64L.,BUDESONIDE 100micrograms CFC-free inhaler
12544,DRSMOK11,Asthma-related drug treatment codes,c64M.,PULMICORT 200micrograms CFC-free inhaler
12545,DRSMOK11,Asthma-related drug treatment codes,c64N.,BUDESONIDE 200micrograms CFC-free inhaler
12546,DRSMOK11,Asthma-related drug treatment codes,c64a.,Pulmicort 500mcg Respules 2mL unit
12547,DRSMOK11,Asthma-related drug treatment codes,c64b.,Pulmicort 1mg Respules 2mL unit
12548,DRSMOK11,Asthma-related drug treatment codes,c64c.,Pulmicort 100micrograms Turbohaler 200dose
12549,DRSMOK11,Asthma-related drug treatment codes,c64d.,Budesonide 100micrograms breath-actuated dry powder inhaler
12550,DRSMOK11,Asthma-related drug treatment codes,c64e.,Budesonide 50micrograms inhaler refill
12551,DRSMOK11,Asthma-related drug treatment codes,c64g.,Budesonide 200micrograms breath-actuated dry powder inhaler
12552,DRSMOK11,Asthma-related drug treatment codes,c64h.,Budesonide 400micrograms breath-actuated dry powder inhaler
12553,DRSMOK11,Asthma-related drug treatment codes,c64i.,Budesonide 500micrograms/2mL nebulisation unit
12554,DRSMOK11,Asthma-related drug treatment codes,c64j.,Budesonide 1mg/2mL nebulisation unit
12555,DRSMOK11,Asthma-related drug treatment codes,c64k.,Budesonide 200 Cyclocap
12556,DRSMOK11,Asthma-related drug treatment codes,c64l.,Budesonide 400 Cyclocap
12557,DRSMOK11,Asthma-related drug treatment codes,c64m.,Budesonide 200micrograms inhalation capsule
12558,DRSMOK11,Asthma-related drug treatment codes,c64n.,Budesonide 400micrograms inhalation capsule
12559,DRSMOK11,Asthma-related drug treatment codes,c64o.,Budesonide 200micrograms inhaler with spacer device
12560,DRSMOK11,Asthma-related drug treatment codes,c64p.,Novolizer Budesonide 200micrograms/dose cartridge+inhaler
12561,DRSMOK11,Asthma-related drug treatment codes,c64u.,Budesonide 200micrograms/dose dry powder cartridge+inhaler
12562,DRSMOK11,Asthma-related drug treatment codes,c64v.,Budesonide 200micrograms inhaler
12563,DRSMOK11,Asthma-related drug treatment codes,c64w.,Budesonide refill 100dose
12564,DRSMOK11,Asthma-related drug treatment codes,c64x.,Budesonide refill 200dose
12565,DRSMOK11,Asthma-related drug treatment codes,c64y.,Budesonide 50micrograms inhaler
12566,DRSMOK11,Asthma-related drug treatment codes,c65..,Fluticasone propionate [respiratory use]
12567,DRSMOK11,Asthma-related drug treatment codes,c651.,Flixotide 50micrograms/blister disks+diskhaler
12568,DRSMOK11,Asthma-related drug treatment codes,c652.,Flixotide 100micrograms/blister disks+diskhaler
12569,DRSMOK11,Asthma-related drug treatment codes,c653.,Flixotide 250micrograms/blister disks+diskhaler
12570,DRSMOK11,Asthma-related drug treatment codes,c654.,Fluticasone propionate 50mcg/blister disks+disk inhaler
12571,DRSMOK11,Asthma-related drug treatment codes,c655.,Fluticasone propionate 100mcg/blister disks+disk inhaler
12572,DRSMOK11,Asthma-related drug treatment codes,c656.,Fluticasone propionate 250mcg/blister disks+disk inhaler
12573,DRSMOK11,Asthma-related drug treatment codes,c657.,Flixotide 50micrograms/blister disks refill
12574,DRSMOK11,Asthma-related drug treatment codes,c658.,Flixotide 100micrograms/blister disks refill
12575,DRSMOK11,Asthma-related drug treatment codes,c659.,Flixotide 250micrograms/blister disks refill
12576,DRSMOK11,Asthma-related drug treatment codes,c65A.,Fluticasone propionate 50micrograms/blister disks refill
12577,DRSMOK11,Asthma-related drug treatment codes,c65B.,Fluticasone propionate 100micrograms/blister disks refill
12578,DRSMOK11,Asthma-related drug treatment codes,c65C.,Fluticasone propionate 250micrograms/blister disks refill
12579,DRSMOK11,Asthma-related drug treatment codes,c65D.,Flixotide 25micrograms inhaler
12580,DRSMOK11,Asthma-related drug treatment codes,c65E.,Flixotide 50micrograms inhaler
12581,DRSMOK11,Asthma-related drug treatment codes,c65F.,Flixotide 125micrograms inhaler
12582,DRSMOK11,Asthma-related drug treatment codes,c65G.,Fluticasone propionate 25micrograms inhaler
12583,DRSMOK11,Asthma-related drug treatment codes,c65H.,Fluticasone propionate 50micrograms inhaler
12584,DRSMOK11,Asthma-related drug treatment codes,c65I.,Fluticasone propionate 125micrograms inhaler
12585,DRSMOK11,Asthma-related drug treatment codes,c65J.,Fluticasone propionate 250micrograms inhaler
12586,DRSMOK11,Asthma-related drug treatment codes,c65K.,Flixotide 250micrograms inhaler
12587,DRSMOK11,Asthma-related drug treatment codes,c65L.,Flixotide 500micrograms disks+diskhaler
12588,DRSMOK11,Asthma-related drug treatment codes,c65M.,Flixotide 500micrograms disks refill
12589,DRSMOK11,Asthma-related drug treatment codes,c65N.,Fluticasone propionate 500mcg/blister disks+disk inhaler
12590,DRSMOK11,Asthma-related drug treatment codes,c65O.,Fluticasone propionate 500micrograms/blister disks refill
12591,DRSMOK11,Asthma-related drug treatment codes,c65P.,Fluticasone propionate 50mcg breath-actuated dry pdr inhaler
12592,DRSMOK11,Asthma-related drug treatment codes,c65Q.,Fluticasone propionate 100mcg breath-actuate dry pdr inhaler
12593,DRSMOK11,Asthma-related drug treatment codes,c65R.,Fluticasone propionate 250mcg breath-actuate dry pdr inhaler
12594,DRSMOK11,Asthma-related drug treatment codes,c65S.,Fluticasone propionate 500mcg breath-actuate dry pdr inhaler
12595,DRSMOK11,Asthma-related drug treatment codes,c65T.,Flixotide 50micrograms Accuhaler
12596,DRSMOK11,Asthma-related drug treatment codes,c65U.,Flixotide 100micrograms Accuhaler
12597,DRSMOK11,Asthma-related drug treatment codes,c65V.,Flixotide 250micrograms Accuhaler
12598,DRSMOK11,Asthma-related drug treatment codes,c65W.,Flixotide 500micrograms Accuhaler
12599,DRSMOK11,Asthma-related drug treatment codes,c65X.,Fluticasone propionate 0.5mg/2mL nebulisation unit
12600,DRSMOK11,Asthma-related drug treatment codes,c65Y.,Fluticasone propionate 2mg/2mL nebulisation unit
12601,DRSMOK11,Asthma-related drug treatment codes,c65Z.,Flixotide 0.5mg/2mL Nebule
12602,DRSMOK11,Asthma-related drug treatment codes,c65a.,Flixotide 2mg/2mL Nebule
12603,DRSMOK11,Asthma-related drug treatment codes,c65b.,Fluticasone propionate 125micrograms CFC-free inhaler
12604,DRSMOK11,Asthma-related drug treatment codes,c65c.,Fluticasone propionate 250micrograms CFC-free inhaler
12605,DRSMOK11,Asthma-related drug treatment codes,c65d.,Flixotide 125micrograms Evohaler
12606,DRSMOK11,Asthma-related drug treatment codes,c65e.,Flixotide 250micrograms Evohaler
12607,DRSMOK11,Asthma-related drug treatment codes,c65f.,Fluticasone propionate 50micrograms CFC-free inhaler
12608,DRSMOK11,Asthma-related drug treatment codes,c65g.,Flixotide 50micrograms Evohaler
12609,DRSMOK11,Asthma-related drug treatment codes,c66..,Beclometasone dipropionate [respiratory use 2]
12610,DRSMOK11,Asthma-related drug treatment codes,c661.,Asmabec 250micrograms Spacehaler
12611,DRSMOK11,Asthma-related drug treatment codes,c662.,Becotide 50 Easi-Breathe inhaler
12612,DRSMOK11,Asthma-related drug treatment codes,c663.,Becotide 100 Easi-Breathe inhaler
12613,DRSMOK11,Asthma-related drug treatment codes,c664.,Becloforte Easi-Breathe 250micrograms inhaler
12614,DRSMOK11,Asthma-related drug treatment codes,c665.,Qvar 50 inhaler
12615,DRSMOK11,Asthma-related drug treatment codes,c666.,Qvar 100 inhaler
12616,DRSMOK11,Asthma-related drug treatment codes,c667.,Qvar 50 Autohaler
12617,DRSMOK11,Asthma-related drug treatment codes,c668.,Qvar 100 Autohaler
12618,DRSMOK11,Asthma-related drug treatment codes,c669.,Beclazone 200 inhaler
12619,DRSMOK11,Asthma-related drug treatment codes,c66A.,Beclometasone diprop 50mcg breath-actuated powder inhaler
12620,DRSMOK11,Asthma-related drug treatment codes,c66B.,Beclometasone diprop 100mcg breath-actuated powder inhaler
12621,DRSMOK11,Asthma-related drug treatment codes,c66C.,Beclometasone diprop 250mcg breath-actuated powder inhaler
12622,DRSMOK11,Asthma-related drug treatment codes,c66D.,Asmabec 50micrograms Clickhaler
12623,DRSMOK11,Asthma-related drug treatment codes,c66E.,Asmabec 100micrograms Clickhaler
12624,DRSMOK11,Asthma-related drug treatment codes,c66F.,Asmabec 250micrograms Clickhaler
12625,DRSMOK11,Asthma-related drug treatment codes,c66G.,Beclometasone diprop 400mcg breath-actuated powder inhaler
12626,DRSMOK11,Asthma-related drug treatment codes,c66H.,Beclometasone diprop 200mcg breath-actuated powder inhaler
12627,DRSMOK11,Asthma-related drug treatment codes,c66I.,Pulvinal Beclomethasone Diprop 100mcg breath-act dry pdr inh
12628,DRSMOK11,Asthma-related drug treatment codes,c66J.,Pulvinal Beclomethasone Diprop 200mcg breath-act dry pdr inh
12629,DRSMOK11,Asthma-related drug treatment codes,c66K.,Pulvinal Beclomethasone Diprop 400mcg breath-act dry pdr inh
12630,DRSMOK11,Asthma-related drug treatment codes,c66L.,Beclometasone 100 Cyclocap
12631,DRSMOK11,Asthma-related drug treatment codes,c66M.,Beclometasone 200 Cyclocap
12632,DRSMOK11,Asthma-related drug treatment codes,c66N.,Beclometasone 400 Cyclocap
12633,DRSMOK11,Asthma-related drug treatment codes,c66P.,Becodisk 100micrograms diskhaler 15x8
12634,DRSMOK11,Asthma-related drug treatment codes,c66Q.,Becodisk 200micrograms diskhaler 15x8
12635,DRSMOK11,Asthma-related drug treatment codes,c66R.,Becodisk 400microcgrams diskhaler 15x8
12636,DRSMOK11,Asthma-related drug treatment codes,c66S.,Becodisk 100micrograms disk refill 15x8
12637,DRSMOK11,Asthma-related drug treatment codes,c66T.,Becodisk 200micrograms disk refill 15x8
12638,DRSMOK11,Asthma-related drug treatment codes,c66U.,Becodisk 400micrograms disk refill 15x8
12639,DRSMOK11,Asthma-related drug treatment codes,c66V.,Beclometasone dipropionate 50micrograms CFC-free inhaler
12640,DRSMOK11,Asthma-related drug treatment codes,c66W.,Beclometasone dipropionate 100micrograms CFC-free inhaler
12641,DRSMOK11,Asthma-related drug treatment codes,c66X.,Beclometasone dipropionate 50mcg CFC-free br-act inhaler
12642,DRSMOK11,Asthma-related drug treatment codes,c66Y.,Beclometasone dipropionate 100mcg CFC-free br-act inhaler
12643,DRSMOK11,Asthma-related drug treatment codes,c66Z.,Qvar Easi-Breathe 50mcg CFC-free breath-act dry pdr inhaler
12644,DRSMOK11,Asthma-related drug treatment codes,c66a.,Qvar Easi-Breathe 100mcg CFC-free breath-act dry pdr inhaler
12645,DRSMOK11,Asthma-related drug treatment codes,c66b.,Easyhaler Beclometasone 200mcg breath-act dry powder inhaler
12646,DRSMOK11,Asthma-related drug treatment codes,c66c.,CLENIL MODULITE 50micrograms CFC-free inhaler
12647,DRSMOK11,Asthma-related drug treatment codes,c66d.,CLENIL MODULITE 100micrograms CFC-free inhaler
12648,DRSMOK11,Asthma-related drug treatment codes,c66e.,CLENIL MODULITE 200micrograms CFC-free inhaler
12649,DRSMOK11,Asthma-related drug treatment codes,c66f.,CLENIL MODULITE 250micrograms CFC-free inhaler
12650,DRSMOK11,Asthma-related drug treatment codes,c66g.,BECLOMETASONE DIPROPIONATE 200micrograms CFC-free inhaler
12651,DRSMOK11,Asthma-related drug treatment codes,c66h.,BECLOMETASONE DIPROPIONATE 250micrograms CFC-free inhaler
12652,DRSMOK11,Asthma-related drug treatment codes,c67..,Budesonide+formoterol
12653,DRSMOK11,Asthma-related drug treatment codes,c671.,Symbicort 100/6 Turbohaler
12654,DRSMOK11,Asthma-related drug treatment codes,c672.,Symbicort 200/6 Turbohaler
12655,DRSMOK11,Asthma-related drug treatment codes,c673.,Symbicort 400/12 Turbohaler
12656,DRSMOK11,Asthma-related drug treatment codes,c674.,DUORESP SPIROMAX 160mcg/4.5mcg breath-act dry powder inhaler
12657,DRSMOK11,Asthma-related drug treatment codes,c675.,DUORESP SPIROMAX 320mcg/9mcg breath-act dry powder inhaler
12658,DRSMOK11,Asthma-related drug treatment codes,c67x.,Budesonide+formoterol fumarate 400/12mcg b-act dry pdr inh
12659,DRSMOK11,Asthma-related drug treatment codes,c67y.,Budesonide+formoterol fumarate 200/6mcg bth-act dry pdr inh
12660,DRSMOK11,Asthma-related drug treatment codes,c67z.,Budesonide+formoterol fumarate 100/6mcg bth-act dry pdr inh
12661,DRSMOK11,Asthma-related drug treatment codes,c68..,Mometasone [respiratory use]
12662,DRSMOK11,Asthma-related drug treatment codes,c681.,Mometasone furoate 200mcg breath-actuated dry powder inhaler
12663,DRSMOK11,Asthma-related drug treatment codes,c682.,Mometasone furoate 400mcg breath-actuated dry powder inhaler
12664,DRSMOK11,Asthma-related drug treatment codes,c683.,Asmanex Twisthaler 200mcg breath-actuated dry powder inhaler
12665,DRSMOK11,Asthma-related drug treatment codes,c684.,Asmanex Twisthaler 400mcg breath-actuated dry powder inhaler
12666,DRSMOK11,Asthma-related drug treatment codes,c69..,Ciclesonide
12667,DRSMOK11,Asthma-related drug treatment codes,c691.,Alvesco 160micrograms inhaler
12668,DRSMOK11,Asthma-related drug treatment codes,c692.,Alvesco 80micrograms inhaler
12669,DRSMOK11,Asthma-related drug treatment codes,c69y.,Ciclesonide 80micrograms inhaler
12670,DRSMOK11,Asthma-related drug treatment codes,c69z.,Ciclesonide 160micrograms inhaler
12671,DRSMOK11,Asthma-related drug treatment codes,c6A..,BECLOMETASONE+FORMOTEROL
12672,DRSMOK11,Asthma-related drug treatment codes,c6A1.,FOSTAIR 100micrograms/6micrograms inhaler
12673,DRSMOK11,Asthma-related drug treatment codes,c6A2.,FOSTAIR NEXTHALER 100micrograms/6micrograms powder inhaler
12674,DRSMOK11,Asthma-related drug treatment codes,c6A3.,FOSTAIR 200micrograms/6micrograms inhaler
12675,DRSMOK11,Asthma-related drug treatment codes,c6A4.,FOSTAIR NEXTHALER 200micrograms/6micrograms powder inhaler
12676,DRSMOK11,Asthma-related drug treatment codes,c6Aw.,BECLOMET DIPROP+FORMOTERL FUMARATE DIHYD 200mcg/6mcg pdr inh
12677,DRSMOK11,Asthma-related drug treatment codes,c6Ax.,BECLOMET DIPROP+FORMOTERL FUMARATE DIHYD 200mcg/6mcg inhaler
12678,DRSMOK11,Asthma-related drug treatment codes,c6Ay.,BECLOMET DIPROP+FORMOTERL FUMARATE DIHYD 100mcg/6mcg pdr inh
12679,DRSMOK11,Asthma-related drug treatment codes,c6Az.,BECLOMETASONE+FORMOTEROL 100micrograms/6micrograms inhaler
12680,DRSMOK11,Asthma-related drug treatment codes,c71..,Sodium cromoglicate [asthma]
12681,DRSMOK11,Asthma-related drug treatment codes,c711.,Intal 1mg inhaler
12682,DRSMOK11,Asthma-related drug treatment codes,c713.,Intal 20mg Spincap
12683,DRSMOK11,Asthma-related drug treatment codes,c715.,Intal 20mg/2mL nebulisation unit
12684,DRSMOK11,Asthma-related drug treatment codes,c716.,Intal 5mg inhaler
12685,DRSMOK11,Asthma-related drug treatment codes,c717.,Sodium cromoglicate 20mg inhalation capsule
12686,DRSMOK11,Asthma-related drug treatment codes,c718.,Sodium cromoglicate 20mg/2mL nebulisation unit
12687,DRSMOK11,Asthma-related drug treatment codes,c719.,Sodium cromoglicate 5mg inhaler
12688,DRSMOK11,Asthma-related drug treatment codes,c71a.,Intal 5mg Autohaler
12689,DRSMOK11,Asthma-related drug treatment codes,c71b.,Steri-Neb Cromogen 20mg/2mL nebulisation unit
12690,DRSMOK11,Asthma-related drug treatment codes,c71c.,Cromogen 5mg inhaler
12691,DRSMOK11,Asthma-related drug treatment codes,c71d.,Intal 5mg inhaler+Fisonair spacer device
12692,DRSMOK11,Asthma-related drug treatment codes,c71e.,Sodium cromoglicate 5mg inhaler+spacer
12693,DRSMOK11,Asthma-related drug treatment codes,c71f.,Sodium cromoglycate 5mg auto inhaler
12694,DRSMOK11,Asthma-related drug treatment codes,c71g.,Intal Syncroner 5mg inhaler + spacer device 2x112dose
12695,DRSMOK11,Asthma-related drug treatment codes,c71h.,Sodium cromoglicate 5mg breath-actuated aerosol inhaler
12696,DRSMOK11,Asthma-related drug treatment codes,c71i.,INTAL 5mg CFC-free inhaler
12697,DRSMOK11,Asthma-related drug treatment codes,c71j.,Cromogen Easi-Breathe 5mg breath-actuated aerosol inhaler
12698,DRSMOK11,Asthma-related drug treatment codes,c71k.,SODIUM CROMOGLICATE 5mg CFC-free inhaler
12699,DRSMOK11,Asthma-related drug treatment codes,c721.,Intal Compound Spincap
12700,DRSMOK11,Asthma-related drug treatment codes,c722.,Aerocrom inhaler
12701,DRSMOK11,Asthma-related drug treatment codes,c723.,Aerocrom Syncroner inhaler+spacer
12702,DRSMOK11,Asthma-related drug treatment codes,c72y.,Sodium cromoglicate+salbutamol 1mg/100mcg inhaler+spacer
12703,DRSMOK11,Asthma-related drug treatment codes,c72z.,Sodium cromoglicate+salbutamol 1mg/100micrograms inhaler
12704,DRSMOK11,Asthma-related drug treatment codes,c73..,Ketotifen [asthma prophylaxis]
12705,DRSMOK11,Asthma-related drug treatment codes,c731.,Zaditen 1mg capsule
12706,DRSMOK11,Asthma-related drug treatment codes,c732.,Zaditen 1mg tablet
12707,DRSMOK11,Asthma-related drug treatment codes,c733.,Zaditen 1mg/5mL s/f elixir
12708,DRSMOK11,Asthma-related drug treatment codes,c734.,Ketotifen 1mg capsule
12709,DRSMOK11,Asthma-related drug treatment codes,c735.,Ketotifen 1mg tablet
12710,DRSMOK11,Asthma-related drug treatment codes,c736.,Ketotifen 1mg/5mL elixir
12711,DRSMOK11,Asthma-related drug treatment codes,c74..,Nedocromil sodium [asthma]
12712,DRSMOK11,Asthma-related drug treatment codes,c741.,Tilade mint 2mg inhaler
12713,DRSMOK11,Asthma-related drug treatment codes,c742.,Nedocromil sodium 2mg inhaler
12714,DRSMOK11,Asthma-related drug treatment codes,c744.,Tilade mint 2mg inhaler+Syncroner
12715,DRSMOK11,Asthma-related drug treatment codes,c745.,Nedocromil sodium 2mg inhaler+spacer
12716,DRSMOK11,Asthma-related drug treatment codes,c746.,Nedocromil sodium 2mg CFC-free inhaler
12717,DRSMOK11,Asthma-related drug treatment codes,c747.,Tilade 2mg CFC-free inhaler
12718,DRSMOK11,Asthma-related drug treatment codes,c8b..,Ketotifen [antihistamine]
12719,DRSMOK11,Asthma-related drug treatment codes,cA...,Leukotriene receptor antagonist
12720,DRSMOK11,Asthma-related drug treatment codes,cA1..,Montelukast product
12721,DRSMOK11,Asthma-related drug treatment codes,cA11.,Montelukast 10mg tablet
12722,DRSMOK11,Asthma-related drug treatment codes,cA12.,Montelukast 5mg chewable tablet
12723,DRSMOK11,Asthma-related drug treatment codes,cA13.,Singulair 10mg tablet
12724,DRSMOK11,Asthma-related drug treatment codes,cA14.,Singulair Paediatric 5mg chewable tablet
12725,DRSMOK11,Asthma-related drug treatment codes,cA15.,Singulair Paediatric 4mg chewable tablet
12726,DRSMOK11,Asthma-related drug treatment codes,cA16.,Singulair Paediatric 4mg/sachet granules
12727,DRSMOK11,Asthma-related drug treatment codes,cA1y.,Montelukast 4mg/sachet granules
12728,DRSMOK11,Asthma-related drug treatment codes,cA1z.,Montelukast 4mg chewable tablet
12729,DRSMOK11,Asthma-related drug treatment codes,cA2..,Zafirlukast
12730,DRSMOK11,Asthma-related drug treatment codes,cA21.,Zafirlukast 20mg tablet
12731,DRSMOK11,Asthma-related drug treatment codes,cA22.,Accolate 20mg tablet
12732,DRSMOK11,Asthma-related drug treatment codes,g22..,Orciprenaline sulphate [obstetric use]
12733,DRSMOK11,Asthma-related drug treatment codes,g221.,Alupent 5mg/10mL injection
12734,DRSMOK11,Asthma-related drug treatment codes,g22z.,Orciprenaline 5mg/10mL injection
12735,DRSMOK11,Asthma-related drug treatment codes,g24..,Salbutamol [obstetric]
12736,DRSMOK11,Asthma-related drug treatment codes,g25..,Terbutaline sulphate [myometrial relaxant]
12737,DRSMOK11,Asthma-related drug treatment codes,l865.,RINATEC 21micrograms nasal spray
12738,DRSMOK11,Asthma-related drug treatment codes,l866.,IPRATROPIUM BROMIDE 21micrograms nasal spray
12739,DRSMOK11,Asthma-related drug treatment codes,x0019,Beclometasone dipropionate+salbutamol
12740,DRSMOK11,Asthma-related drug treatment codes,x006b,Inhaled terbutaline
12741,DRSMOK11,Asthma-related drug treatment codes,x00Af,Salbutamol product
12742,DRSMOK11,Asthma-related drug treatment codes,x00Av,Sodium cromoglicate+isoprenaline sulphate
12743,DRSMOK11,Asthma-related drug treatment codes,x00Aw,Sodium cromoglicate+salbutamol
12744,DRSMOK11,Asthma-related drug treatment codes,x00CE,Aerolin 100micrograms Autohaler
12745,DRSMOK11,Asthma-related drug treatment codes,x00Hx,Becloforte 400micrograms/blister disks refill
12746,DRSMOK11,Asthma-related drug treatment codes,x00Hy,Becodisks 100micrograms/blister disks refill
12747,DRSMOK11,Asthma-related drug treatment codes,x00Hz,Becodisks 200micrograms/blister disks refill
12748,DRSMOK11,Asthma-related drug treatment codes,x00I0,Becodisks 400micrograms/blister disks refill
12749,DRSMOK11,Asthma-related drug treatment codes,x00I1,Becloforte 400micrograms/blister disks+diskhaler
